Id,SalePrice
1952,87414.76
1953,86899.58
1954,88364.15
1955,88555.65
1956,88617.87
1957,89232.26
1958,90437.15
1959,88914.54
1960,87298.65
1961,87271.76
1962,88377.65
1963,89049.65
1964,87410.48
1965,87472.54
1966,89013.25
1967,88826.26
1968,89272.26
1969,86357.26
1970,89187.87
1971,87245.15
1972,89064.15
1973,87169.65
1974,89406.65
1975,84602.26
1976,88053.15
1977,89088.65
1978,88720.04
1979,85798.65
1980,87898.14
1981,84187.15
1982,88542.25
1983,88586.65
1984,88606.65
1985,88726.25
1986,88121.65
1987,88374.26
1988,88900.65
1989,89111.65
1990,89391.65
1991,89631.75
1992,87816.65
1993,89744.15
1994,89456.54
1995,88930.65
1996,88503.15
1997,89446.54
1998,88634.76
1999,87049.97
2000,88720.04
2001,89364.15
2002,88508.76
2003,89111.65
2004,89102.15
2005,87798.65
2006,88637.26
2007,88694.76
2008,89488.26
2009,89111.65
2010,89154.04
2011,88508.76
2012,88334.15
2013,89508.15
2014,89227.65
2015,89468.54
2016,88870.65
2017,88500.04
2018,89047.26
2019,87319.76
2020,88380.15
2021,87283.87
2022,88992.76
2023,87409.47
2024,90839.15
2025,89364.15
2026,87898.14
2027,88437.15
2028,87525.26
2029,89098.15
2030,88695.75
2031,88695.75
2032,89100.75
2033,88753.25
2034,86920.65
2035,86586.47
2036,87623.98
2037,87623.98
2038,84503.65
2039,88436.64
2040,88521.54
2041,85702.26
2042,89719.15
2043,87914.15
2044,87751.26
2045,88772.65
2046,88053.25
2047,90080.65
2048,87342.26
2049,88609.25
2050,88918.65
2051,87591.26
2052,85187.3
2053,86708.08
2054,88422.65
2055,88562.76
2056,90061.26
2057,88674.76
2058,90333.15
2059,88726.26
2060,87644.76
2061,87465.26
2062,88020.26
2063,87271.76
2064,86169.58
2065,87883.65
2066,89328.76
2067,89078.76
2068,87605.65
2069,86676.65
2070,87680.47
2071,87648.54
2072,88458.65
2073,88033.15
2074,90783.65
2075,88208.76
2076,86562.87
2077,89716.26
2078,87918.76
2079,87946.65
2080,86864.47
2081,89676.15
2082,84865.69
2083,88557.15
2084,87128.76
2085,87296.76
2086,87142.2
2087,88715.65
2088,89437.15
2089,86842.47
2090,87687.48
2091,89116.15
2092,88112.15
2093,86783.3
2094,88235.65
2095,88551.65
2096,87004.65
2097,89550.65
2098,89040.54
2099,86020.08
2100,84749.81
2101,88130.65
2102,90362.54
2103,87489.47
2104,89324.15
2105,88938.04
2106,88017.65
2107,90187.98
2108,86498.76
2109,87271.76
2110,87972.15
2111,86987.19
2112,88390.65
2113,88138.65
2114,89700.04
2115,89520.65
2116,87956.15
2117,88112.15
2118,88556.15
2119,89410.15
2120,89824.04
2121,86265.48
2122,91375.15
2123,87561.65
2124,88922.65
2125,89415.65
2126,90301.65
2127,88969.65
2128,90573.15
2129,87224.65
2130,89841.37
2131,90556.65
2132,88939.15
2133,88170.04
2134,87735.65
2135,87427.65
2136,87812.65
2137,86976.87
2138,85495.69
2139,88176.58
2140,87342.26
2141,86532.97
2142,88334.15
2143,87077.47
2144,88010.76
2145,87465.26
2146,88656.59
2147,88540.19
2148,87026.47
2149,87584.25
2150,87234.08
2151,88967.65
2152,88910.65
2153,87584.76
2154,87620.15
2155,90940.04
2156,88960.04
2157,89445.76
2158,88934.87
2159,88610.54
2160,88850.15
2161,88697.26
2162,86102.98
2163,86462.37
2164,88947.04
2165,87209.58
2166,87773.26
2167,88697.26
2168,88281.54
2169,88900.65
2170,89644.15
2171,87444.59
2172,85798.98
2173,86923.41
2174,88900.65
2175,89073.04
2176,88053.15
2177,88456.54
2178,89111.65
2179,87585.65
2180,87242.86
2181,88483.76
2182,88533.65
2183,88483.76
2184,86741.48
2185,88383.65
2186,87684.76
2187,87443.57
2188,88576.65
2189,89405.26
2190,84114.69
2191,86088.65
2192,87812.65
2193,88292.65
2194,89676.15
2195,88264.76
2196,86906.47
2197,88006.65
2198,87763.97
2199,86728.87
2200,87980.15
2201,89020.15
2202,87219.04
2203,90561.04
2204,89612.65
2205,89272.65
2206,87763.04
2207,87530.87
2208,89970.15
2209,89051.15
2210,87554.8
2211,87229.65
2212,88735.65
2213,89398.65
2214,90380.65
2215,88831.65
2216,88056.65
2217,85423.76
2218,88859.04
2219,86831.47
2220,89410.65
2221,86359.15
2222,89217.75
2223,89241.76
2224,89084.15
2225,86596.87
2226,88637.26
2227,87400.75
2228,89514.26
2229,90324.04
2230,88097.15
2231,88554.54
2232,87697.76
2233,86927.58
2234,88697.26
2235,89141.09
2236,90077.26
2237,89716.26
2238,86295.29
2239,87814.76
2240,89338.54
2241,89142.64
2242,88542.25
2243,88855.65
2244,89651.65
2245,89440.65
2246,87074.58
2247,87280.65
2248,88233.76
2249,87128.76
2250,87023.08
2251,85730.65
2252,88364.26
2253,87366.15
2254,88530.54
2255,88484.87
2256,89138.65
2257,89602.15
2258,88040.65
2259,88758.04
2260,86863.2
2261,89898.75
2262,90251.25
2263,89649.65
2264,84863.15
2265,88377.14
2266,89179.65
2267,89109.26
2268,87737.76
2269,86865.48
2270,88969.65
2271,87755.76
2272,89219.65
2273,89284.15
2274,89286.76
2275,87797.59
2276,89039.04
2277,89898.65
2278,87969.26
2279,87966.76
2280,87601.65
2281,89382.25
2282,89696.14
2283,88444.65
2284,90127.48
2285,89881.15
2286,88140.76
2287,86259.15
2288,88705.76
2289,89045.15
2290,88109.15
2291,89167.15
2292,86461.76
2293,86196.87
2294,89038.04
2295,85575.15
2296,89526.04
2297,87444.15
2298,85472.15
2299,89602.15
2300,90401.65
2301,89352.15
2302,88916.76
2303,88827.26
2304,88876.54
2305,89492.25
2306,89132.65
2307,89444.75
2308,89135.15
2309,86465.15
2310,89576.25
2311,89066.15
2312,88242.65
2313,89424.65
2314,89454.65
2315,88917.15
2316,89188.65
2317,88772.65
2318,89548.48
2319,89399.65
2320,87735.76
2321,89655.25
2322,88695.76
2323,89881.15
2324,86675.47
2325,89319.26
2326,86725.47
2327,89438.65
2328,89652.15
2329,89188.65
2330,89432.15
2331,89649.65
2332,89649.65
2333,89419.15
2334,89679.65
2335,89651.15
2336,89682.15
2337,90263.26
2338,88839.26
2339,88827.26
2340,86196.87
2341,90398.15
2342,89363.09
2343,89667.76
2344,89402.15
2345,88706.15
2346,89478.26
2347,89938.26
2348,89837.15
2349,86874.47
2350,89593.48
2351,85235.65
2352,89126.15
2353,89694.65
2354,88748.26
2355,89050.76
2356,87518.76
2357,88705.76
2358,88785.54
2359,88922.15
2360,87415.76
2361,86605.08
2362,89430.15
2363,88622.65
2364,86365.19
2365,89424.64
2366,89054.65
2367,89054.65
2368,90788.75
2369,89171.25
2370,87453.65
2371,88748.65
2372,89405.59
2373,89381.15
2374,88544.65
2375,89479.04
2376,88281.76
2377,87415.76
2378,89118.26
2379,90671.15
2380,87856.15
2381,90390.15
2382,86847.58
2383,88859.26
2384,89352.15
2385,87335.08
2386,88606.26
2387,88575.26
2388,87988.15
2389,88563.76
2390,86927.58
2391,87128.08
2392,87351.76
2393,87755.76
2394,87923.15
2395,88136.15
2396,89423.76
2397,86574.08
2398,90367.65
2399,88269.15
2400,89557.65
2401,86916.76
2402,87998.26
2403,86937.47
2404,89167.25
2405,87952.15
2406,87755.76
2407,87854.59
2408,86787.58
2409,87410.76
2410,88472.26
2411,89454.26
2412,88919.26
2413,87735.76
2414,87561.76
2415,88515.08
2416,88779.26
2417,87410.76
2418,86605.08
2419,89223.65
2420,86876.08
2421,87615.26
2422,89918.26
2423,88282.65
2424,88450.15
2425,90988.98
2426,85804.69
2427,89038.65
2428,89534.65
2429,86563.87
2430,87735.76
2431,89478.26
2432,87350.76
2433,87394.76
2434,87493.76
2435,88140.76
2436,86311.58
2437,88090.59
2438,89519.25
2439,89361.15
2440,89401.65
2441,88011.04
2442,87272.15
2443,87907.65
2444,90083.04
2445,89344.65
2446,87514.65
2447,87391.65
2448,87706.26
2449,89077.65
2450,88939.65
2451,89728.65
2452,88212.04
2453,87493.76
2454,88921.65
2455,90538.15
2456,90143.15
2457,88052.15
2458,88233.65
2459,88544.65
2460,89248.15
2461,89273.65
2462,89647.65
2463,88698.65
2464,89101.15
2465,90020.65
2466,89348.65
2467,87572.47
2468,87786.87
2469,86801.87
2470,88847.04
2471,90240.15
2472,88824.65
2473,87435.76
2474,86687.76
2475,89599.65
2476,89609.54
2477,90218.65
2478,89075.25
2479,86640.76
2480,87709.65
2481,88563.76
2482,88630.65
2483,87351.76
2484,87621.76
2485,86525.08
2486,88076.59
2487,90641.15
2488,89266.15
2489,87983.59
2490,86716.58
2491,87396.65
2492,88777.15
2493,88001.65
2494,87689.26
2495,86100.65
2496,88494.15
2497,89350.15
2498,87775.76
2499,86383.47
2500,89171.25
2501,88492.26
2502,89481.65
2503,87044.15
2504,90745.48
2505,89402.15
2506,89264.26
2507,88916.76
2508,89264.26
2509,88916.76
2510,88916.76
2511,88645.76
2512,89452.15
2513,89672.15
2514,87753.26
2515,86716.58
2516,89429.65
2517,87564.26
2518,87610.26
2519,88983.04
2520,88677.04
2521,88905.65
2522,89402.15
2523,88017.76
2524,87812.25
2525,87661.25
2526,86864.58
2527,86864.58
2528,88406.65
2529,87969.26
2530,87969.26
2531,89069.76
2532,89188.65
2533,89352.15
2534,88916.76
2535,89461.65
2536,88758.04
2537,88798.15
2538,89188.65
2539,89301.65
2540,88645.76
2541,89429.65
2542,89188.65
2543,86720.97
2544,86720.76
2545,88773.65
2546,86720.76
2547,88671.65
2548,86901.47
2549,89218.65
2550,87325.37
2551,89196.65
2552,88263.09
2553,85762.47
2554,85312.87
2555,88599.47
2556,87708.76
2557,87461.26
2558,90159.09
2559,89179.15
2560,88204.65
2561,88433.65
2562,89132.65
2563,88206.65
2564,88773.65
2565,89897.76
2566,90235.65
2567,88506.15
2568,88023.48
2569,87149.58
2570,88795.98
2571,87874.26
2572,88136.15
2573,88859.15
2574,89237.65
2575,88231.97
2576,87333.65
2577,87095.26
2578,87852.65
2579,87026.97
2580,88061.65
2581,88113.37
2582,87968.15
2583,88996.75
2584,87931.47
2585,89363.09
2586,88286.65
2587,88272.65
2588,85836.72
2589,87674.47
2590,88574.75
2591,88056.76
2592,89947.26
2593,88248.76
2594,86545.08
2595,88827.26
2596,89667.76
2597,89435.76
2598,89399.65
2599,87737.76
2600,89441.76
2601,89231.25
2602,88546.65
2603,89939.65
2604,90033.65
2605,89124.15
2606,89109.75
2607,87246.57
2608,88229.26
2609,89779.54
2610,88217.25
2611,87374.37
2612,88304.15
2613,87707.26
2614,88065.59
2615,87222.26
2616,87493.26
2617,85906.58
2618,87975.37
2619,87892.65
2620,88947.15
2621,88420.65
2622,88947.15
2623,88923.54
2624,88827.54
2625,88395.98
2626,88403.26
2627,89282.25
2628,88737.54
2629,86877.04
2630,88805.04
2631,84709.97
2632,89187.04
2633,89566.75
2634,86368.87
2635,88682.25
2636,89167.15
2637,87524.75
2638,89961.15
2639,88504.65
2640,88434.26
2641,86878.26
2642,89344.64
2643,88372.48
2644,89518.65
2645,87948.65
2646,87948.65
2647,88212.15
2648,88928.75
2649,87237.59
2650,89225.04
2651,88293.65
2652,87608.65
2653,85846.58
2654,88171.65
2655,85419.65
2656,88473.04
2657,87209.15
2658,88315.54
2659,89602.15
2660,89114.65
2661,84043.76
2662,85277.65
2663,88697.54
2664,84584.65
2665,89126.26
2666,86140.15
2667,88445.65
2668,88698.65
2669,87076.76
2670,88520.54
2671,88964.65
2672,89170.25
2673,88671.65
2674,88705.25
2675,87411.25
2676,88914.65
2677,88099.15
2678,89117.15
2679,88684.15
2680,88059.54
2681,88734.65
2682,89535.15
2683,89439.65
2684,89167.15
2685,89009.65
2686,88709.15
2687,89542.15
2688,86442.58
2689,88565.76
2690,89707.04
2691,88420.65
2692,88078.76
2693,88132.65
2694,87904.26
2695,89522.15
2696,88432.15
2697,88959.65
2698,89709.65
2699,88686.25
2700,88746.25
2701,88728.65
2702,86890.76
2703,87303.65
2704,86930.76
2705,85871.58
2706,89018.26
2707,88804.26
2708,86379.58
2709,87247.15
2710,87136.76
2711,88291.04
2712,90762.15
2713,89944.15
2714,88331.15
2715,88568.65
2716,88608.54
2717,89718.54
2718,89798.26
2719,88780.64
2720,89088.26
2721,85826.58
2722,90126.15
2723,85706.98
2724,87692.25
2725,88142.76
2726,88411.25
2727,88225.47
2728,88643.65
2729,89835.48
2730,87008.76
2731,87688.15
2732,88431.76
2733,87444.76
2734,87408.48
2735,87008.76
2736,89867.15
2737,86975.26
2738,87931.25
2739,89281.25
2740,86251.58
2741,87830.15
2742,86541.41
2743,87101.47
2744,90017.26
2745,85190.98
2746,88121.26
2747,85906.58
2748,87521.25
2749,87108.26
2750,88337.76
2751,87168.26
2752,86521.7
2753,87136.76
2754,88852.65
2755,89883.65
2756,88732.65
2757,87023.65
2758,88064.97
2759,87831.98
2760,88449.76
2761,88684.75
2762,89453.26
2763,89001.76
2764,87819.15
2765,89169.15
2766,89102.65
2767,86146.3
2768,86832.07
2769,87108.26
2770,86160.08
2771,86866.76
2772,89016.15
2773,87977.54
2774,89034.65
2775,86874.47
2776,89833.65
2777,88935.65
2778,87677.65
2779,88066.65
2780,85417.87
2781,88458.65
2782,87493.26
2783,87543.15
2784,87906.25
2785,88395.48
2786,87042.65
2787,88651.65
2788,86860.65
2789,88605.04
2790,87516.81
2791,87365.76
2792,86285.47
2793,89273.15
2794,88558.87
2795,88875.15
2796,87193.65
2797,87913.65
2798,86384.87
2799,88751.15
2800,84679.87
2801,86226.97
2802,88518.65
2803,88774.64
2804,87273.65
2805,87152.65
2806,87817.65
2807,88220.76
2808,88434.26
2809,86308.07
2810,86351.87
2811,87079.26
2812,86550.57
2813,88361.75
2814,87346.65
2815,87339.15
2816,88574.76
2817,88322.26
2818,86137.07
2819,89634.15
2820,86120.08
2821,88197.65
2822,87215.87
2823,89100.98
2824,90188.15
2825,90641.76
2826,86667.26
2827,88538.65
2828,89520.87
2829,88266.65
2830,88703.65
2831,87501.87
2832,87516.65
2833,88759.26
2834,88300.54
2835,88090.26
2836,88914.65
2837,86425.98
2838,85906.58
2839,88892.15
2840,87619.15
2841,88914.65
2842,88243.04
2843,90015.98
2844,87189.47
2845,86713.26
2846,88917.15
2847,88223.04
2848,87830.15
2849,88923.65
2850,88917.15
2851,89134.54
2852,88300.54
2853,88565.54
2854,88459.15
2855,87879.26
2856,88653.65
2857,88432.15
2858,88816.65
2859,87424.15
2860,81845.36
2861,87394.31
2862,88947.15
2863,86807.26
2864,89624.04
2865,89171.25
2866,88323.65
2867,89229.15
2868,85299.69
2869,87543.26
2870,86830.98
2871,85484.87
2872,86448.65
2873,87873.15
2874,87588.65
2875,86701.69
2876,88789.15
2877,87539.47
2878,86618.87
2879,89208.15
2880,87999.47
2881,87805.48
2882,88863.15
2883,87638.65
2884,88586.15
2885,89678.65
2886,87901.15
2887,84853.37
2888,89245.65
2889,86508.65
2890,87010.15
2891,89395.15
2892,84937.37
2893,86378.87
2894,88631.15
2895,89305.15
2896,89945.58
2897,88776.76
2898,87931.25
2899,87787.65
2900,86122.47
2901,86167.87
2902,88608.26
2903,88520.15
2904,86559.37
2905,86661.76
2906,89361.25
2907,88547.65
2908,88565.76
2909,86725.97
2910,87973.15
2911,88336.65
2912,87222.26
2913,86572.7
2914,89243.65
2915,87948.65
2916,88601.37
2917,85999.48
2918,89122.25
2919,89352.15
